Campanha,Conjunto_Anuncios,Anuncio,Status_Veiculacao,Nivel_Veiculacao,Config_Atribuicao,Tipo_Resultado,Resultados,Alcance,Impressoes,Custo_Resultado,Qualidade,Taxa_Engajamento,Taxa_Conversao,Investimento,Frequencia,Cliques_Link,CPC,Cliques_Link_Unicos,CTR_Unico,Custo_Clique_Unico,Cadastros,Custo_Cadastro,Inicio_Relatorios,Fim_Relatorios,CPA,Apelido
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|17-07-CUIDADOS-COM-A-PELE-STORY-IG,VIDEO|HABITOS|17-07-CUIDADOS-COM-A-PELE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,642690.0,642690,645149,1.56,–,–,–,1000.0,1.00382611,386.0,2.59067358,386.0,0.06006006,1.84501845,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,707878.0,707878,707878,1.34,–,–,–,950.0,1.0,460.0,2.06521739,459.0,0.06484168,1.43721634,0.0,,2023-06-01,2023-11-30,950.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,707878.0,707878,707878,1.34,–,–,–,950.0,1.0,460.0,2.06521739,459.0,0.06484168,1.43721634,0.0,,2023-06-01,2023-11-30,950.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,646454.0,646454,646454,1.47,–,–,–,950.0,1.0,769.0,1.23537061,765.0,0.11833789,1.03485839,0.0,,2023-06-01,2023-11-30,950.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,646454.0,646454,646454,1.47,–,–,–,950.0,1.0,769.0,1.23537061,765.0,0.11833789,1.03485839,0.0,,2023-06-01,2023-11-30,950.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,571651.0,571651,572116,1.57,–,–,–,900.0,1.00081343,351.0,2.56410256,351.0,0.0614011,1.93548387,0.0,,2023-06-01,2023-11-30,900.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,571651.0,571651,572116,1.57,–,–,–,900.0,1.00081343,351.0,2.56410256,351.0,0.0614011,1.93548387,0.0,,2023-06-01,2023-11-30,900.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,366649.0,366649,380946,2.09,–,–,–,765.0,1.0389937,1.0,765.0,1.0,0.00027274,0.72374645,0.0,,2023-06-01,2023-11-30,765.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,366649.0,366649,380946,2.09,–,–,–,765.0,1.0389937,1.0,765.0,1.0,0.00027274,0.72374645,0.0,,2023-06-01,2023-11-30,765.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|20-07-M1H-FUTFUNCIONAL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,231744.0,231744,235644,2.59,–,–,–,600.0,1.01682891,6.0,100.0,6.0,0.00258906,1.22199593,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|20-07-M1H-FUTFUNCIONAL-FB,FOTO|HABITOS|20-07-M1H-FUTFUNCIONAL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,231744.0,231744,235644,2.59,–,–,–,600.0,1.01682891,6.0,100.0,6.0,0.00258906,1.22199593,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|18-07-TELEATENDIMENTO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,313920.0,313920,326994,1.91,–,–,–,600.0,1.04164755,3.0,200.0,3.0,0.00095566,0.98199673,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|18-07-TELEATENDIMENTO-FB,FOTO|HABITOS|18-07-TELEATENDIMENTO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,313920.0,313920,326994,1.91,–,–,–,600.0,1.04164755,3.0,200.0,3.0,0.00095566,0.98199673,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG",All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,319355.0,319355,319677,1.88,–,–,–,600.0,1.00100828,76.0,7.89473684,76.0,0.02379797,3.20855615,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG","FOTO|HABITOS|13-06-1DIA,1EXERCICIO-IG",inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,319355.0,319355,319677,1.88,–,–,–,600.0,1.00100828,76.0,7.89473684,76.0,0.02379797,3.20855615,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,398657.0,398657,402174,1.36,–,–,–,543.05,1.00882212,85.0,6.38882353,85.0,0.02132159,2.58595238,0.0,,2023-06-01,2023-11-30,543.05,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,398657.0,398657,402174,1.36,–,–,–,543.05,1.00882212,85.0,6.38882353,85.0,0.02132159,2.58595238,0.0,,2023-06-01,2023-11-30,543.05,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,221245.0,221245,222531,2.44,–,–,–,540.0,1.00581256,1.0,540.0,1.0,0.00045199,1.25290023,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,FOTO|HABITOS|19-06-DOENÇAS-RESPIRATÓRIAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,221245.0,221245,222531,2.44,–,–,–,540.0,1.00581256,1.0,540.0,1.0,0.00045199,1.25290023,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,252225.0,252225,260349,2.14,–,–,–,540.0,1.03220934,0.0,,,,0.8723748,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,VIDEO|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,252225.0,252225,260349,2.14,–,–,–,540.0,1.03220934,0.0,,,,0.8723748,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,340736.0,340736,346726,1.41,–,–,–,480.0,1.01757959,3.0,160.0,3.0,0.00088045,0.28503563,0.0,,2023-06-01,2023-11-30,480.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,340736.0,340736,346726,1.41,–,–,–,480.0,1.01757959,3.0,160.0,3.0,0.00088045,0.28503563,0.0,,2023-06-01,2023-11-30,480.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,221120.0,221120,225987,2.17,–,–,–,480.0,1.02201067,3.0,160.0,3.0,0.00135673,0.94117647,0.0,,2023-06-01,2023-11-30,480.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,FOTO|HABITOS|05-06-AUTOMEDICACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,221120.0,221120,225987,2.17,–,–,–,480.0,1.02201067,3.0,160.0,3.0,0.00135673,0.94117647,0.0,,2023-06-01,2023-11-30,480.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,218557.0,218557,224591,2.16,–,–,–,471.0,1.02760836,1.0,471.0,1.0,0.00045755,0.73136646,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,218557.0,218557,224591,2.16,–,–,–,471.0,1.02760836,1.0,471.0,1.0,0.00045755,0.73136646,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,219583.0,219583,219808,2.14,–,–,–,471.0,1.00102467,1.0,471.0,1.0,0.00045541,0.8579235,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,219583.0,219583,219808,2.14,–,–,–,471.0,1.00102467,1.0,471.0,1.0,0.00045541,0.8579235,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,347968.0,347968,354559,1.35,–,–,–,471.0,1.0189414,0.0,,,,0.46449704,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-FB,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,347968.0,347968,354559,1.35,–,–,–,471.0,1.0189414,0.0,,,,0.46449704,0.0,,2023-06-01,2023-11-30,471.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,234941.0,234941,241136,1.99,–,–,–,468.0,1.02636832,28.0,16.71428571,28.0,0.01191789,0.87640449,0.0,,2023-06-01,2023-11-30,468.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,FOTO|HABITOS|19-06-VAGAS-FALSAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,234941.0,234941,241136,1.99,–,–,–,468.0,1.02636832,28.0,16.71428571,28.0,0.01191789,0.87640449,0.0,,2023-06-01,2023-11-30,468.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,138492.0,138492,138492,3.15,–,–,–,436.08,1.0,41.0,10.63609756,41.0,0.0296046,4.5425,0.0,,2023-06-01,2023-11-30,436.08,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,CARROSSEL|HABITOS|23-06-DIA-DO-YOGA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,138492.0,138492,138492,3.15,–,–,–,436.08,1.0,41.0,10.63609756,41.0,0.0296046,4.5425,0.0,,2023-06-01,2023-11-30,436.08,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Cliques no link,32771.0,1141141,4720640,0.68,–,–,–,22365.31,4.13677188,32771.0,0.68247261,30832.0,2.70185718,0.62167306,0.0,,2023-06-01,2023-11-30,22365.31,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,All,inactive,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,25691.0,958382,3717681,0.58,–,–,–,14868.34,3.87912231,25691.0,0.5787373,24712.0,2.57851253,0.52754542,0.0,,2023-06-01,2023-11-30,14868.34,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,9632.0,458617,1283934,0.62,Na média,Acima da média,Na média,5962.87,2.79957786,9632.0,0.61906873,9308.0,2.02958024,0.59355664,0.0,,2023-06-01,2023-11-30,5962.87,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,5009.0,328506,728728,0.59,Na média,Acima da média,Na média,2970.6,2.21830956,5009.0,0.59305251,4860.0,1.47942503,0.54646799,0.0,,2023-06-01,2023-11-30,2970.6,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,6830.0,298523,958581,1.06,–,–,–,7210.22,3.21107921,6830.0,1.05566911,6536.0,2.18944604,0.9293916,0.0,,2023-06-01,2023-11-30,7210.22,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,2554.0,127964,262526,1.11,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média,2827.08,2.05156138,2554.0,1.10692247,2512.0,1.96305211,1.05606276,0.0,,2023-06-01,2023-11-30,2827.08,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,706.0,46581,77320,0.94,Na média,Na média,Abaixo da média – 35% mais baixos dos anúncios,662.77,1.65990425,706.0,0.93876771,694.0,1.48987785,0.88487316,0.0,,2023-06-01,2023-11-30,662.77,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,250.0,11463,44378,1.15,–,–,–,286.75,3.87141237,250.0,1.147,230.0,2.00645555,0.99912892,0.0,,2023-06-01,2023-11-30,286.75,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,86.0,5138,11367,1.14,Na média,Na média,Na média,98.24,2.21233943,86.0,1.14232558,81.0,1.57648891,1.07956044,0.0,,2023-06-01,2023-11-30,98.24,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,28.0,2210,4167,1.13,Na média,Na média,Abaixo da média – 35% mais baixos dos anúncios,31.76,1.88552036,28.0,1.13428571,27.0,1.22171946,1.02451613,0.0,,2023-06-01,2023-11-30,31.76,TRAFEGO|SAUDE-PME-10%-DESCONTO
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Cliques no link,30843.0,630927,4249955,0.48,–,–,–,14696.49,6.7360487,30843.0,0.47649353,28272.0,4.48102554,0.44591571,109.0,134.83018349,2023-06-01,2023-11-30,134.83018348623852,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,27560.0,606097,3799185,0.48,–,–,–,13155.42,6.26827884,27560.0,0.47733745,25280.0,4.17094953,0.44469526,99.0,132.8830303,2023-06-01,2023-11-30,132.8830303030303,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,6987.0,149678,692176,0.48,Na média,Na média,Na média,3337.71,4.62443378,6987.0,0.47770288,6856.0,4.58049947,0.45110285,0.0,,2023-06-01,2023-11-30,3337.71,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,2689.0,85443,314319,0.5,Na média,Na média,Na média,1333.47,3.67869808,2689.0,0.4958981,2651.0,3.10265323,0.46788421,0.0,,2023-06-01,2023-11-30,1333.47,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,3216.0,81172,442895,0.47,–,–,–,1516.6,5.45625339,3216.0,0.4715796,3056.0,3.76484502,0.4424154,9.0,168.51111111,2023-06-01,2023-11-30,168.5111111111111,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,905.0,20342,84778,0.48,Na média,Na média,Na média,438.25,4.16763347,905.0,0.48425414,890.0,4.37518435,0.45794148,0.0,,2023-06-01,2023-11-30,438.25,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,160.0,4085,11480,0.39,–,–,–,62.95,2.81028152,160.0,0.3934375,157.0,3.84332925,0.37694611,0.0,,2023-06-01,2023-11-30,62.95,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,67.0,1685,7875,0.37,–,–,–,24.47,4.6735905,67.0,0.36522388,57.0,3.38278932,0.40114754,1.0,24.47,2023-06-01,2023-11-30,24.47,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,1.0,38,68,0.33,–,–,–,0.33,1.78947368,1.0,0.33,1.0,2.63157895,0.33,0.0,,2023-06-01,2023-11-30,0.33,TRAFEGO|SAUDE-PME-SUPER-MES
